,0
YBX1,0.09900952594690207
CBFA2T2,0.09897671882635513
SLC38A9,0.09894030140704847
MAP4K3,0.09890730665773374
GAB3,0.09884605480705108
TLK2,0.09884365740034663
FAT4,0.09882479551864488
PRICKLE4,0.09882124477873636
SCIN,0.09875652504025398
DRAM2,0.09873314422231938
SLFN11,0.0987145364838422
HELZ,0.09871034999657814
VDAC2,0.09870157481746622
GZMA,0.09866729833367249
CAMTA1,0.09866311064660932
MAD2L1,0.09866175598025875
RBP1,0.09853330514110875
MBOAT1,0.09852531227505994
RNF181,0.09849545282380495
MBD5,0.09846380694896577
CCNB1,0.09842818099274987
MXRA5,0.09842794902249186
EEF1G,0.09842711497013698
HSD17B4,0.09841485056930205
IFIT3,0.098402180302892
SEMA3C,0.0983620251238086
H1F0,0.09835904997632487
ANXA4,0.09834819330563764
MS4A4A,0.09830583424964463
ECM1,0.09820222951673788
USP12,0.09819937328135768
PSMA1,0.09818382593993126
FUCA1,0.0981815650986492
HIST1H2AB,0.09813069111182647
QPRT,0.09807280084927132
PSMD2,0.09800196779576305
CUEDC1,0.09795395079239257
CPEB4,0.09794927301505474
DSE,0.09790540967963371
HTATIP2,0.09789501611449412
MCPH1,0.09787734115058382
ETV1,0.09787280898747079
CA2,0.09785729406844021
ADAMTS12,0.09783762561003705
WAPAL,0.09782007400695865
RHOBTB2,0.09781959317017842
PIBF1,0.0977660217958616
SMAP1,0.09772380795192537
PDLIM4,0.09769684419463308
MSRB3,0.09767778379868677
SERPINB1,0.09766825471692575
KDM2A,0.09763689634118936
CD96,0.0975788382860979
EPS15,0.09756289428805444
LPL,0.09755054570650501
OGT,0.0974776542643199
SDHAP2,0.09747315653136378
MKL1,0.09745393858180831
RICTOR,0.09742543462470128
GLCE,0.0973733806833298
MTA2,0.09735694153560746
MYC,0.09731146744407582
MTM1,0.09730932015823018
CCT2,0.0973032108704409
CSTB,0.09730277360226502
VIPR1,0.09729313500035741
TAOK1,0.0972471871404793
MERTK,0.09720543628910676
PLS1,0.09719752861127959
LPXN,0.09718228994818348
DHX40,0.09716813642127199
SESN3,0.09713935857330229
IFI16,0.09704960701834181
HIST1H3A,0.0970404498613062
OAZ1,0.09700972136864289
CYR61,0.09700454447526323
HES1,0.09700320394838992
PLEKHM1P,0.09700189887513146
CSRP2,0.09700050194112482
IRAK2,0.09699045020390461
ATE1,0.09697498109839343
HELLS,0.09695993406863548
CKB,0.09695225213468851
DDX60,0.09691392477221755
HBEGF,0.09691120690913395
SEC11C,0.09689936461147988
EHBP1,0.09689022253951365
CNOT6L,0.09687309637775354
C1orf106,0.09687019436206276
CX3CL1,0.09684111108079568
ATG5,0.0968301838495407
GTF2I,0.09681116540563567
MYO1E,0.09677661878347137
BZW1,0.09674291081271816
AKNA,0.09671571638996329
HNMT,0.09669980839336166
WNT7B,0.09669256591045008
CLEC16A,0.0966918017370491
FDFT1,0.09668761057584238
RPS9,0.09663393472709003
TMEM87B,0.09659343184083355
GPRC5C,0.09657464840334397
GBE1,0.09654681384213586
STIM1,0.09654466926945639
PROM2,0.09651407516156064
PAPD5,0.09651081675603876
TMBIM4,0.09650784514335674
RLF,0.096460296766636
ZNF519,0.09642926745386693
SASH1,0.09641504236218679
ATP2B1,0.09637683609651776
PRMT3,0.09636178272782082
WDFY3,0.0963569832867525
SYNGR2,0.09626922458344304
MYL6,0.09617096984205593
TEX9,0.09616692124638111
LY75-CD302,0.09608347779623717
EGR1,0.09601084294923679
GATAD2A,0.09600759975328757
PPP6R3,0.09598900675349532
PHGDH,0.09596685178389304
HTRA1,0.09595673142607995
PEX14,0.09595454453333482
VPS41,0.09595047959948469
P4HB,0.0959487044301895
TAF10,0.09586011105346635
USP15,0.09583701695069483
IRX2,0.09582639834790066
VPS13D,0.0958132490741155
MPZL3,0.09580972473585009
RGS5,0.09580411617934506
BCL2L2-PABPN1,0.09579245399332867
ST20-MTHFS,0.09577789683336958
CSE1L,0.09576638345127292
ARL6IP1,0.09574936988226117
ITGA4,0.09571300974331977
GRAMD2,0.09568524905120403
CCT3,0.09566302640082956
ALPK1,0.09564821576254277
TNKS2,0.09559728626011868
FOXK1,0.09559592924912248
TRAM2,0.09552914156994147
NDUFC2,0.09548372273977367
ARHGDIB,0.09547966510835798
LGALS3,0.09546831934984336
DAB2IP,0.09545548739829304
STAT3,0.09544530590648824
COL15A1,0.09543542330923517
RPS14,0.09538885897057965
NPAT,0.0953462039601344
GSTA4,0.09534303483838377
ERBB3,0.0953393606958415
CTNND1,0.09532721746900592
IKZF3,0.0953245543842088
CDC42EP3,0.09531427336601196
BMPR1A,0.09531208759472601
SRD5A1,0.09527758868116279
ST6GALNAC2,0.09527074805907354
ST6GALNAC1,0.09525617665102404
NLK,0.09524407900760748
MESDC2,0.09519167186073786
LTBP2,0.09516816534477597
GNA13,0.09516100582031578
ZNF33B,0.09516021492960837
C9orf85,0.0951321160873726
OSBPL8,0.09511287995112201
COG5,0.09511195099515815
GALNT7,0.09506601138574361
GOLPH3,0.09500256462739293
SYNE2,0.09497141677193775
ARL6IP6,0.0949253095459662
PPP1R12A,0.0949195567518885
ZNF267,0.0948608061392494
ZNF117,0.09485984962937771
APLP2,0.09484724467109494
TOB1,0.09483892225448294
PTPN3,0.09483778394828733
MTBP,0.09480944255993769
METTL5,0.09480464425937833
DNTTIP1,0.09479784926629252
GNG11,0.09474937734830377
LRRC37A3,0.09474247507899976
BTG2,0.0946956495294042
ANKRD13C,0.09469381582462982
LPIN1,0.09467427292218736
PDGFRB,0.0946500954389391
UBE2G1,0.09458958724953413
H3F3B,0.0945783810164867
USP13,0.09448430284289328
CYC1,0.09447335185761432
FOXP4,0.09444646028318193
GALNT6,0.09444105276727552
KDM5B,0.09443723922377578
QKI,0.0944294597712421
WWC3,0.09439304111648568
BAG3,0.09437946505702278
CCDC144A,0.09435774007391565
REPS2,0.09434612306638346
MAN1A2,0.09432179889104679
CEACAM1,0.09430872630883111
PLEK,0.09420492843962186
ZFYVE28,0.09417805154185765
GPD1L,0.09417747719871195
RAB13,0.09417665052151943
HRH1,0.09417100499349511
RMRP,0.09416834192718833
B3GNT3,0.09410796381707505
ANKHD1-EIF4EBP3,0.09409314191807266
DFNB31,0.09406776181132699
COX5B,0.09405115573272428
LOC100130950,0.09401677021121312
KAT2B,0.09398293350976783
NBPF15,0.09395808799610901
LTA4H,0.09394600420938756
FAM13A,0.09387730958243266
FBXO42,0.0938742537186651
HOOK3,0.09385114866694236
PPP4R1L,0.09379580524368335
MMP15,0.09370440098414257
ADI1,0.09367701404879433
EHMT1,0.09367518780565554
FOXQ1,0.0936344866882809
TFCP2,0.09363421428037469
FRY,0.09353247020173638
MCF2L2,0.0935203127835282
WDR78,0.09350655438853434
ERGIC1,0.09347439087304428
C17orf89,0.09347411692007315
SPAG1,0.09343050587242159
SREBF2,0.09341037552677303
SYK,0.09340633408202713
B3GNT5,0.09340371605559865
CORO1A,0.09337891844578416
VBP1,0.09333964796335703
BCL2L11,0.09331394091861597
SLC25A5,0.09329555776671555
CITED2,0.09329395090848475
NME2,0.0932904872030562
BLVRB,0.09326338354182613
MANF,0.0932200932648361
HERPUD1,0.09321498001802157
TES,0.09314069738925307
ASAP2,0.09309437118718844
MTAP,0.09308887025590225
DUSP5,0.09307279371196535
CELSR1,0.09305553223369478
C20orf194,0.09305410704889874
PGRMC1,0.09301291287550771
SLC5A3,0.09300832493194384
R3HDM1,0.0929890471365164
EPHA2,0.09296889185155577
KLRC4-KLRK1,0.09296626466037668
FOXJ3,0.0929654847522073
SYTL2,0.0929627117131903
ZFX,0.09293255905980823
TET3,0.09291628668040647
ARNT2,0.09291622021472845
RAPGEF2,0.09280852576512982
CEP350,0.09274183675145674
ERO1L,0.09274134983436756
NDUFA2,0.09273841058797448
STEAP3,0.09273182944103463
SLC16A4,0.09266425010924167
MOCOS,0.09266203573385919
ITGB1,0.09265118993786949
CPNE8,0.09265037426703202
MAF1,0.09259492994445048
ATP5G2,0.09258733668986037
GLRX,0.09256869774469773
PON2,0.09256834956543629
PTPRF,0.09255652623989002
RNF7,0.09255310111799898
DNAJB1,0.09254190265063544
SRP14,0.09252371576234283
PPARGC1B,0.09252221299640118
NCK1,0.09251602799897754
KLHL20,0.09248870550373166
FBN1,0.09248245201119834
VDAC1,0.09243303940995129
DYRK1A,0.09242457085460004
TMEM141,0.09239089261371485
YEATS2,0.09234006826494645
UBE2L6,0.09234005298438258
HDHD1,0.09232366862205309
PGM5P2,0.09230197243104288
SPIRE2,0.0922939522146118
ZNF431,0.09229175272859585
SOS1,0.09227127613279126
SQRDL,0.09227096244704734
SRP9,0.09225723230662489
ZMYM2,0.09225257900508071
FAM134B,0.09225061629166395
OPN3,0.09218339410525675
PTP4A3,0.09217449327124022
RAB28,0.09216605596947969
TOMM5,0.09214618593716362
PTPRU,0.09213177768696112
ALDH1A3,0.09213054434359595
MRVI1,0.09211945923365357
TMEM132A,0.09207108998431847
HDGFRP3,0.09205261034077197
B3GNT7,0.09202093387795646
ZNF292,0.09197728069473386
TMCO4,0.0919379948410171
IMMP1L,0.09193416690051986
FPR3,0.09192629754796905
NAPRT1,0.09191201002553416
TTC19,0.0919054763320362
GBF1,0.09190304470862692
ZNHIT3,0.09187163988467403
ARID5A,0.0918458237452948
PPAP2A,0.0918324085468532
TMCC3,0.09181845611660423
ATXN10,0.09180263161517957
ZZZ3,0.09179379676303778
RALGPS2,0.09178416332995037
BIVM-ERCC5,0.09178050497382167
C7orf63,0.0917566779822869
CXCL12,0.09174432913777653
GAN,0.09173082081760595
EGFL7,0.09171805363103377
DMD,0.09171615341378632
CRTC3,0.09170013871442091
RNF130,0.09162190359096883
PSMA4,0.0916115078895596
AMIGO2,0.09160670909749591
ACVR2A,0.09159413630526106
HSP90AA1,0.09151957045235826
DTNBP1,0.09151122136802266
PPA1,0.09149003160464672
PABPC1,0.09147948617964108
SP100,0.09147772332850408
FLRT3,0.09147734097287673
RGS2,0.09142483266578968
HLF,0.09141958343470911
PRDM1,0.0914162896134958
RFX3,0.09139974315565651
GLUL,0.09133813709511468
TMEM14A,0.09130244211542313
MSRA,0.09129577462619559
MMS22L,0.09129136273065835
IFITM3,0.09126885776894933
EXOC2,0.09124100553385521
PSMB3,0.09123094901614935
FAT1,0.09122536379234684
SIL1,0.09120623049693602
CASD1,0.09119691226921876
GFPT2,0.09116953666911928
OBSCN,0.09116066988571381
CRYZ,0.09113841487464039
COL18A1,0.0911250405418517
CHD1,0.09110656410422428
RPL18,0.0910990251879592
TNFRSF1A,0.09109359235779682
RPS13,0.09106732028593709
TMSB10,0.09099811549999144
DDX60L,0.09096292851515705
SLCO4A1,0.09096178096161511
FAM129B,0.09095925715704849
PRNP,0.09095845903410571
ABCC6,0.0909552688445915
POMP,0.09092447314749963
MARCKS,0.09090212011023686
TYW1,0.0908955837200963
AMICA1,0.0908648755451871
MAP4K4,0.09083906539363282
STC1,0.09083383910186323
GRHL1,0.09082841316174446
MGAT4B,0.09081420963918133
CD274,0.090670451789946
PTRF,0.09062083516002462
APRT,0.09058419845754598
SCARNA21,0.09054888204043572
FKBP11,0.09054416738442556
PSAT1,0.09049087407424812
SPSB1,0.09049031702841101
BRWD1,0.09048473610891661
HMGN3,0.09044932171485087
ARID4A,0.09041636552153982
TEC,0.09039953882818726
NDUFB6,0.09039299541226987
SPAG16,0.09036197545604206
RUVBL1,0.09033348419150353
TMEM106C,0.09030617420894953
CHURC1-FNTB,0.09029051732231098
MOXD1,0.0902856004986792
DENND3,0.09023142348163846
NOD1,0.09022623809189778
UBE2E3,0.09022145617569381
PARP11,0.09021121358497738
RREB1,0.09020568819966002
JTB,0.0901844928151737
TPP2,0.09013470221418632
ATF7,0.09013468843006572
IFI44,0.0901310416639771
KLHL3,0.0901262717198327
ZNF277,0.09010218968300712
ATP5A1,0.09006603494036479
SOX13,0.09003249864456553
P4HA1,0.09001874403863411
N4BP2L1,0.09000798883753669
ACSS2,0.09000408385824994
ZC3H12C,0.0899767640865327
LTBP1,0.08995068380444923
ULK4,0.08994737457158912
BRCC3,0.08993260188033439
SYDE2,0.08988526457973033
RPS15,0.08988442507596917
STOM,0.08987159204071923
ETNK1,0.08986651975005942
SOX4,0.08985769537355695
TMEM59,0.08981096190835451
HIST1H2BN,0.08980929776604735
ATP1A1,0.08973502600675798
ATRX,0.089671470953676
FAM84B,0.08964487926774442
UBE2V1,0.08962374040575405
AGPAT2,0.08960923301036687
ISY1-RAB43,0.08958223495449295
ITGAV,0.08954968075654977
PDCD10,0.0895495591220171
SORD,0.08954355400716521
EPB41L2,0.08947327193578884
LIN52,0.08942086382969636
GUCY1A2,0.08933399197578264
HMGB1,0.08931172084265088
BMP2,0.08928411356663842
PVRL4,0.0892513881243086
CCDC122,0.08921091512621862
FKBP10,0.08920669121922299
XPOT,0.08919197859043171
NCOA6,0.08919073367260574
HSPH1,0.08916399094975307
PSMD6,0.0891297662229598
FBXW4,0.08910974993744517
GLTSCR2,0.08909163248507332
IQCH,0.08907081697716315
CECR1,0.08906941716372599
CLIC4,0.0890622910368428
CHN1,0.08905930585552273
FAM83D,0.08904630147898722
NSUN7,0.08901635116277888
LOC202181,0.08898643845877138
SPOCK2,0.08890003140344685
AP1S2,0.08888670182788114
ANKMY1,0.08887764275368291
OTUD7B,0.08887171601028675
HIPK3,0.08886345324031684
PSMA7,0.08886277670109995
ITGA5,0.08885308481052046
ATM,0.08882888851738424
PCOLCE,0.08877730578726882
DENND5A,0.0887746607518311
LOC728613,0.0887516037294895
DDOST,0.08874304347262199
LRRK1,0.08873336184264385
FKBP2,0.08872838314698575
DKK3,0.08868674227469653
QPCT,0.08866723280430643
LILRB1,0.08862606023298712
LRRC28,0.08860764892411786
ZCCHC11,0.08859116703065749
MNDA,0.08854138170769751
CDK1,0.08853912351343765
ANAPC11,0.088518998623671
NSUN3,0.08847288068828384
RSBN1L,0.08844482864819897
SHFM1,0.08840922947771974
NOTCH2,0.08839948443295335
CLOCK,0.08839710216565173
ANKRD36,0.08838858383095345
CDKN1A,0.08837945143401572
BCAP31,0.0883729089568714
CD2,0.08835308729746225
UBE2Q2P1,0.08834795185886785
S100A10,0.08823713955072088
ZFP36,0.08820415686918054
VAMP8,0.08819874724593858
EIF6,0.08819471670385542
PDE7A,0.08817618721686767
MPDZ,0.08816009205510612
PSMD7,0.0881404347239737
ZNF714,0.0881292118856499
PPA2,0.08812690747473406
NUCB2,0.08806824785302778
CALR,0.08802546492707351
ABCG1,0.08801894027617886
MCM7,0.08800699912592118
ACTR3,0.08797662189408752
ARL6IP5,0.08797621029671374
MCM4,0.08796176929020216
CASZ1,0.08795893103394128
MDN1,0.08795391199393664
C5orf42,0.08793554507097266
PCMTD1,0.08793074101388176
DCAF6,0.08791317723284438
ZBTB38,0.08787691793757105
C14orf2,0.08779822191246908
INHBA,0.08777401605968661
RPE,0.08769236696801
CDH6,0.0876670936337741
SRI,0.08765360577211626
SDCCAG8,0.08765268109909134
SNAPC1,0.08765076730181631
FAM168A,0.0876459727377238
TNFAIP3,0.08764560305761329
RAB38,0.08762501003815384
SLC15A2,0.08762462850299838
ALOX5,0.08760618018636467
XKR9,0.08759103017849958
STAMBPL1,0.08757895148085462
G2E3,0.08757531699945317
HSP90B1,0.0875690658315229
PECAM1,0.08755349797757565
BAMBI,0.08755258791387716
SPEF2,0.08754618312601546
SRPK2,0.08753885352823422
FSD1L,0.08751508046068164
AAK1,0.08747200288473282
NBL1,0.08745913305240048
RHBDL2,0.08745515868668484
LOC440434,0.08743399636391887
BTG3,0.08742303243467578
FOXN3,0.08741375212924958
NCK2,0.0873912991719686
AUH,0.08738333257674946
F11R,0.08736970089890814
RPS19,0.08736817089598126
PCBP2,0.08734829460733426
ADHFE1,0.08732114383759212
SEMA4C,0.08730296098125143
ZP3,0.08721570696744872
TSGA10,0.08717616770511943
HSBP1,0.08716344015110564
TBCK,0.08716242653436133
DHRS4,0.08715051744496201
HEBP2,0.08714080227551316
SERPINI1,0.08713753455239472
MYL9,0.08713449862985725
CDR1,0.08711949448247204
RASSF5,0.08709938692099548
SLC50A1,0.0870286928092342
LSM4,0.08696465177369357
SCPEP1,0.08695225370501797
STK4,0.08692723381394477
KDR,0.08690921316067889
IGF1,0.0869074565924966
NCOR2,0.08686754708299378
VWA2,0.08684357427872681
CNOT2,0.0868352876356698
GLT8D2,0.08683201419872774
LRP5L,0.08682268004306011
MSL2,0.08680826501401745
OSTC,0.08679086193788006
VKORC1,0.08675242770395475
USP47,0.08674142086584695
BAIAP2,0.08672035730551018
HNRNPA2B1,0.08666051046110695
PCBD1,0.0866324768969083
RALA,0.08660011386486405
FZD8,0.08656426571022621
LGMN,0.08655666897009552
BTBD10,0.08655471651435105
CCDC144B,0.08653882431549928
PLCE1,0.08653083410959564
CYTH4,0.08651138666377664
CNNM2,0.0864552689655942
SCMH1,0.08644919903719772
ZNF100,0.08644625795619562
UBE2B,0.08640893770082318
C4orf32,0.08638394603970596
RPL27,0.08632104384297791
PLSCR1,0.0862085373245776
TUBA4A,0.08617820403370022
GAA,0.08612941806524788
PDLIM1,0.08610166215899251
CANX,0.08608140546998459
PLA2G7,0.08607722532523512
SULF2,0.08607424850426446
IMPA2,0.08607112587427
TRIM16,0.08600927061130398
PUM2,0.08599981119777725
MALT1,0.08598711966416137
AP2M1,0.0859736488444003
PTK7,0.08595005083130425
SP4,0.08593555987137959
BRD9,0.08593432217144303
CMTM7,0.08586587242872179
CCDC80,0.08584095169598496
GSTM2,0.08584002128985711
DCAKD,0.08582255863786022
DCUN1D4,0.08580345573629056
RPGR,0.08577635468100014
SORT1,0.08576158783100304
CYP2S1,0.08574882072519896
SLAIN2,0.08574720151002815
MBNL3,0.08573166586182891
RB1CC1,0.08573100619179014
USP24,0.08572379915342113
PRELID1,0.08571860706265544
NDUFA3,0.0856883077510792
ATF6,0.08568792763594082
CLIC2,0.08566602335656004
PLA2G16,0.08565437178206703
CUL5,0.0856493127130651
TTC17,0.08560312193087925
SH3D19,0.08560272279420532
CCL4,0.08558284819054619
CMKLR1,0.08554446521318229
PSME1,0.08550908991498625
TJP2,0.08549727134157144
HINT1,0.08548995777195563
PPP3R1,0.08548638993432014
CTIF,0.08547987409688768
B4GALT1,0.08545882363390538
SNRPB,0.08542168065645822
LAP3,0.08541170963147036
GCHFR,0.08540671929144525
BZW2,0.08537110609051314
ERAP2,0.08536189822909791
NCOA1,0.08533244237146133
KLHL2,0.08532966936441928
KIAA2026,0.08531932521479903
RHOB,0.08530985297241146
HSPA8,0.08530396267828085
MRPS36,0.08526025493442081
AGBL3,0.08520284708632592
UBE2N,0.08513351405242
TSHZ3,0.08510118292618256
SQLE,0.08506197606534821
PPL,0.08501792855979161
AK2,0.08501283627420919
RASA2,0.08498746312434825
CLASP2,0.08498188637792714
PDS5B,0.08494905057685946
ISLR,0.08494481963095082
C19orf10,0.0849270893682401
C1D,0.0849202130910356
COG6,0.084918874449167
ZNF721,0.08491729163443465
ZNF286A,0.08490800874394085
IL2RG,0.08486973551564349
PPT1,0.08486956346866606
ECHDC1,0.08484098250243002
LRP8,0.08482811561748037
DHRS7,0.08482758195341258
MRPL17,0.084806295358901
COX16,0.0847621746544828
SLC9A3R2,0.08473577240144199
CIRBP,0.08472736103130045
CASK,0.08471755399627583
CDC42EP4,0.08469903584551179
PSMD4,0.08469117173996976
NCKAP1,0.08467375183794963
SCFD1,0.08464961718132735
MAGED1,0.08464131434178576
PAPD4,0.08462650691817529
MRPS21,0.08460081887508124
CMC1,0.0845920358115449
ABLIM1,0.08457869586466124
NAV1,0.0845511544097257
LNPEP,0.08453060662905879
PIK3AP1,0.08452165819407283
MDFI,0.08451225824292215
FOLR2,0.08450758041883819
C5,0.0844477680685068
PTPRS,0.08442808671955751
TSPAN4,0.08442106112284845
STK38L,0.08441910755683017
TNFSF13B,0.08440335393002812
TTC39A,0.0843985940849398
ADAM9,0.08436724458541003
OXCT1,0.08432737833009638
SMARCA1,0.08432654146239876
FARP1,0.08430967175286987
TAF1,0.0843003947699033
PEBP1,0.08429674184833011
EMG1,0.08426196586104069
TIA1,0.08423224681082855
MTFR1,0.08418621322795287
ROCK2,0.0840768092158653
MARK3,0.08406869964223536
LRIG1,0.08406739922785302
GGCT,0.08403642384454597
CLYBL,0.08401783386182496
PLAGL1,0.08401469379294194
SLC9A7,0.08396658746395831
CDCP1,0.08396622408232124
TGFBR3,0.08395158565882019
ZBTB43,0.08390283311209648
RTN1,0.08389309682876141
SPNS2,0.08388807280649076
KIAA1468,0.08384507669145143
CAV2,0.08382428510031757
PMP22,0.08381298497567748
MZT2A,0.08380148316484282
UBL5,0.08378429441648032
CDS1,0.08377602561535463
KIAA0232,0.0837678827992354
NHSL2,0.08376711342177819
SELM,0.0837375444559742
TMEM44,0.08372464098272495
NOL11,0.08371109652494743
ANKRD29,0.08370748965344146
ERI3,0.08370475214503025
MINA,0.08369059088703325
SERPINH1,0.08368913688777793
FANCA,0.08363853527516447
PER3,0.08359885689515423
DCAF10,0.08357788359205466
TTN,0.08356759279342063
WDR27,0.08356358386507956
NT5DC1,0.08353007907194986
ELF1,0.08349455131590053
8-Mar,0.08348992070878639
KLF13,0.08346730884849506
TUBB6,0.0834558561515951
LMBRD1,0.08343808551887255
YWHAQ,0.08336783923414026
TST,0.08334778980352181
PDAP1,0.08332087951665497
TBX5,0.08331177981867244
FOXN2,0.08327726851302306
ABL2,0.08324804408278944
MED26,0.08324465821469108
FIS1,0.08320945260670454
SH3BP4,0.08317981408762504
ATG4C,0.08317548384729011
TTYH3,0.08317478099372476
TRPC1,0.08317044128250925
BCCIP,0.08313433176640458
ABCA6,0.0831342370676696
FZD6,0.08310514671093067
ARPC3,0.08305792482209956
LAMP1,0.08303761309932263
ACVR1,0.08303654319418245
NIPA2,0.0830284326263599
FOXK2,0.08302791179305134
GPT2,0.08301771331175707
FPR1,0.0829939658119287
STT3B,0.08297563596849902
PCGF5,0.08296774676755142
UBAP2,0.08295726095833302
RABGEF1,0.08295305422690037
CALD1,0.08292778822274498
MRPL36,0.08292306150341357
USP31,0.08290314222514346
RPS11,0.08289167598874694
MAP3K4,0.08288644986988597
MORF4L1,0.08288156547426775
PRDM5,0.08288126150265547
RHOC,0.08286998936363323
FAM107B,0.08284156457087406
PMS2P3,0.08282567107598256
MGST3,0.08281937352305023
RAP1GDS1,0.08279817532038436
CDYL,0.08279421205081962
EDN1,0.08278244792116486
CXorf56,0.08276367096572035
CD97,0.08273032375804185
RPL8,0.0827276600665361
ZNF91,0.08271499182931623
RTTN,0.08270244982914308
TK1,0.08269569717306223
EMP2,0.08267877395350384
LY96,0.08264904321907136
CD4,0.08261361054308512
IMP3,0.082608893338008
CENPK,0.08260540005267884
OST4,0.08256932898647186
ZC3H13,0.08256444910912589
ZNF532,0.08256362429631672
ICA1L,0.08254171244906866
NLRC3,0.08251027993522347
ATP5F1,0.08248604919011175
BAZ1A,0.08247781263782678
EDIL3,0.0824607870215451
COPB2,0.08244088791217521
MEF2D,0.08243561578763657
SMAGP,0.08242727390402538
ABLIM3,0.08241400440007798
NDUFB5,0.08241352554730932
PSMB2,0.08239381139706022
SOCS5,0.08237921023028406
MICA,0.08237088939340156
C14orf119,0.08236405937342552
MYL12B,0.08235539792205061
DUSP16,0.0823415867723839
BSG,0.08232994058019333
CCM2,0.08232929085084434
ST13,0.0823265956523604
ZCCHC14,0.08230359144008816
MYO1G,0.08227857542025224
CRYAB,0.08226021967900375
SDHC,0.08222651274219489
SDHD,0.08217913617914858
GLMN,0.08215986322329556
MRPL13,0.08214733780611509
GHITM,0.08214304872052433
ZNF440,0.0821195496796984
CEP192,0.08210960236034343
MEMO1,0.08205710776588318
TMBIM1,0.08203762368852785
GRTP1,0.08202356819650558
RCOR3,0.08201460293291588
FAM193A,0.08200489726387772
CDK4,0.08200382340341861
VPS8,0.08194604660214416
ZNF675,0.08193751159983692
CYP51A1,0.08189668464283113
RGL3,0.08189651925160328
HSPB8,0.08189033738005819
GPSM2,0.08187358035913084
RELT,0.08183320164393934
C2orf43,0.08182879357043919
SPON2,0.081746066976283
PMAIP1,0.0817455912955342
AP3B1,0.08174150632288946
NLRC5,0.08174003495770446
LXN,0.08172488485184239
ITCH,0.08172348706786918
RBMX,0.08171362432079123
C11orf96,0.08169829689609552
RPAP2,0.08168977384916101
FAR1,0.08168497359219125
CCDC68,0.08167837125311765
ITPRIP,0.08166475489901567
STXBP1,0.08165998607479201
NDUFB8,0.08165883095673886
UPP1,0.08162642713787396
PSMA6,0.0816183924156426
BCL2L13,0.0815898526046596
IRF2,0.081579068038953
IRX3,0.0815592823162253
TMPO,0.08153952166052339
HMCN1,0.08152835718959954
PSENEN,0.08151528663797473
KIAA1109,0.08149759772275614
SSFA2,0.08149020000301842
PLEKHM3,0.08147667869449271
CCND2,0.08147538272257204
SH3KBP1,0.08146980193118285
LBH,0.08143765379406231
ATF2,0.08140823822906218
WTIP,0.08136328536174404
ZNF493,0.0813405970714211
PMVK,0.0813288030893464
ATR,0.08132067992853707
NAA20,0.08131649639283536
UBAP1,0.08131601097019772
RBPJ,0.08130919539580737
LRP10,0.08129809823186106
PPTC7,0.08129412879271675
EGLN1,0.08124811776879882
GLTP,0.08123775917039316
RAC2,0.08122737951697565
SELK,0.08122166566264426
HSPA6,0.08121750231269945
RBBP8,0.08120650178369321
PYGL,0.08115810033781762
EMILIN1,0.08113768819011938
MTHFD2L,0.08113409566729222
LPCAT2,0.08113208130369434
SIDT2,0.08111910013815353
AFF4,0.08111907936609036
TMED2,0.08111759715575777
CORO7-PAM16,0.08111127742310592
SEC61A1,0.08110363608954484
ACTG1,0.08109136580555641
RNF111,0.081081687736142
RASGRP3,0.08106492205403473
ZNF248,0.08103098195904249
C3orf58,0.08102406415981767
KREMEN1,0.08102168649392887
RNASEH2B,0.08100660228759371
GLO1,0.08100154472322056
SERF2,0.08099364065453697
ATP2A3,0.08097353364231115
PGM2L1,0.0809601429373661
REL,0.08090517712862427
OAS3,0.08084913124674764
LACE1,0.08083256728186557
ARHGEF9,0.08078613444332705
UNC5B,0.08078093465895647
PSMC3,0.08077401388862568
ETFB,0.0807725261040402
ITGB5,0.0807641631600684
LMO4,0.08076077558040286
PTN,0.08074601167162929
MSN,0.0807438088903878
SNX24,0.08073979428768085
MXRA7,0.08073284838605362
CSRNP1,0.08072008780755657
GSTO1,0.08070915325588088
KDELR2,0.08070018749989596
KIAA1731,0.08069872945286899
PRDX6,0.08069414634804795
KIF21A,0.08066000877866106
PDXK,0.08065879190288694
KDM4B,0.08065788004828296
HIST1H4E,0.08065769511539002
RPL32P3,0.08065690113818234
KDM3A,0.08065389278899605
ME3,0.08063545222978337
DCUN1D3,0.08061473867865186
CAPNS1,0.08061342084958811
ACTG2,0.08059502184452275
ZNF713,0.08059020437053145
TFEC,0.08054152017207478
KRIT1,0.08053967079945229
ENPP2,0.08051216591983498
HDGF,0.08050714496639266
SLC30A4,0.08050139709386844
MYLK,0.08049976779204
MCM2,0.08049916022652906
TYW1B,0.08049396593406957
RAB11FIP2,0.08048529807324288
UBR1,0.08047364716048831
KIFAP3,0.08046397055234641
CHD9,0.08045365346362705
ELP3,0.08044704390306008
FMO4,0.08043713658705755
RCAN1,0.08040659161159561
FBL,0.08036516135746531
SRA1,0.08035536800919622
EXD3,0.08034707175454626
AIDA,0.08033762699189212
IL2RA,0.0803091359488112
ANKRD17,0.08030671381064024
CSNK1A1,0.08029633066697378
SSR3,0.080283173166498
INTS7,0.08026924986102515
HNRNPA3,0.08026836054178739
N4BP1,0.08025945553199205
AASS,0.08024968401160254
NDUFB7,0.08023965344504494
ENY2,0.08023491125859358
FABP3,0.0801978273073454
TUBGCP3,0.08019377878394883
SUMO2,0.08018293461835276
