,0
TCF7L1,0.2662161192657859
KRT7,0.26615590392154576
SERPINA3,0.2659867913432275
SLC25A43,0.2658579110408495
PTPRK,0.2650664714103835
UST,0.26400155645624873
BICC1,0.2630178849043888
LRRC69,0.2628101842777236
PDE8B,0.26266918412095236
ROS1,0.2625333926916117
IRS1,0.2624371951334175
FYN,0.2623442057557331
PPIA,0.2620571536855976
PDE3B,0.26202114040689034
NUDCD3,0.2618670235812276
RPS6KA2,0.2612902108795309
SLPI,0.26126931422637495
RPL37,0.26124950739830355
MBIP,0.2604619217015882
GMDS,0.2600501106833757
THEMIS,0.25909090067926416
TRAM1,0.2589746539990717
EIF4A2,0.25815018835094106
TACC2,0.2577496412048669
LMO3,0.25738047242863943
PELI2,0.257169857371163
ST6GAL1,0.2569885036542752
TG,0.25694458757747063
PERP,0.25674965722132936
CXCL14,0.2562849789031444
PPM1L,0.25593909141189836
ANKRD44,0.2556857691477266
SERPINE1,0.2556571497926538
CXCL13,0.25503140251080786
CTSE,0.25500845189702104
SGPP2,0.2548513363509858
PLCH1,0.2546306712164049
FAM184A,0.254434133421517
MUC1,0.2541262921694342
L3MBTL4,0.2539789218693081
MCC,0.2537357388947026
JAZF1,0.2535527146411781
AKAP13,0.2532750737961291
SFTPD,0.2529150718713053
RORA,0.2528111344606425
PARD3,0.2522264046294667
IGFBP2,0.25219140259951695
AQP1,0.25206214073990685
PIP5K1B,0.2514191439901889
SLIT2,0.25075426570228604
PIP4K2A,0.25025838453007715
KIAA1467,0.2500472601645187
ABCA7,0.2497796331260907
GLIS3,0.24956690302708825
NEBL,0.24939940685382675
LGR4,0.24906771668656463
NFIB,0.24875014947574323
CCND3,0.2487051554539123
AGR3,0.2482625481605752
CES1,0.24817879441911359
HIVEP3,0.24816144803456963
UNC5C,0.2481492764572515
KRT19,0.2473318119259286
FOXP1,0.24681873173221638
DSP,0.24644519617930374
MCTS1,0.24586323362685508
ZFPM2,0.2458386538247085
CLDN1,0.24575955615373893
BTBD9,0.2456793766954929
CLU,0.24567753894212424
IKZF1,0.245652317773302
RPS23,0.24563652312137707
CCL18,0.24554097849314455
DPP4,0.24553485643357692
COL8A1,0.24529240050929818
AKT3,0.2446172461685741
NEDD9,0.24458640063664205
FOLR1,0.24391750466702172
CXCL9,0.24328929170343888
ST3GAL5,0.2430613287411586
MAGI1,0.2425567882042396
SAMSN1,0.24246782132205202
MEF2C,0.24214371866811404
CALCRL,0.24199231318786374
NBPF10,0.241803852347499
PRIM2,0.24180147684292944
MECOM,0.2417808114338339
NUAK1,0.2413308491904036
DRAM1,0.24129295690301633
CHN2,0.24083152470595032
SORBS1,0.24070849904552505
TNC,0.24065942884980868
FAM65B,0.2405716731572634
DMBT1,0.24051190364295252
KCNK1,0.24037753792771954
MIPOL1,0.24023225901220607
TLE1,0.24016925841456957
CAMK2D,0.2397432310876662
NOL9,0.23973629594493198
GPR110,0.23877744979138227
SDK1,0.23857651091569979
FNDC3B,0.23836126773306116
COBL,0.23831988649777824
TMPRSS2,0.23788869569210122
ST8SIA4,0.23770032906043717
SLC7A2,0.23747135248860826
ITPR2,0.2372730475580004
KLHL29,0.23619959406466173
SLC24A3,0.23556454982967304
GLS,0.23521465851091325
MAST4,0.23508975345782354
MED13L,0.2349884535268069
3-Mar,0.23416057311865282
DOCK4,0.2337918201262698
BCL11A,0.23356575359560589
LEPROTL1,0.23353600776605685
POLB,0.2330944952766525
MAP3K13,0.23263991386086258
IFI44L,0.23247668100209046
TNIK,0.23234057308012485
RFX2,0.23227405584117064
GPHN,0.2322666434071906
SPRED1,0.23179824365208532
SYBU,0.23152892267312036
SLIT3,0.23152629082649961
ADK,0.23113535888794723
BCL2,0.23068452857612656
CYP7B1,0.23016293212864078
C15orf48,0.23016009641264404
GRB10,0.2300472683081829
PARM1,0.22971237312004772
SYNE1,0.22942462370434674
IFITM1,0.22935707636179947
DNAH14,0.2292853270403078
MMP7,0.22926846952403024
FNIP2,0.22860583172973456
PARP8,0.22860126387362814
LPCAT1,0.22840388062067843
PLCL2,0.22798567492698946
PRKCE,0.22736430345473127
LYN,0.22707861821541495
PPP3CA,0.22706115587607
TPI1,0.2266085525514402
TSPAN5,0.22629422164031582
LEPR,0.22588746631764367
SNRPG,0.2255670034840104
COLEC12,0.22519062536264858
RPL35,0.22516877620313425
EPAS1,0.22464996364813156
SLC16A14,0.22454650819252803
C1QA,0.22414919368071073
NXN,0.2241415063708295
CEP120,0.22410863264429112
COL17A1,0.22389723061404343
S100A6,0.2237957403360452
PBX3,0.22374858366283204
GRAMD3,0.2236675164419021
ATP10A,0.2230057810466851
CYTIP,0.2228322464950042
LUM,0.2228235243279204
STK32A,0.22273854329809306
C1orf116,0.22271026849374698
FCHSD2,0.22269985513910664
RPL6,0.2226836508299873
CMTM8,0.22264721528737783
THRB,0.22260641917846674
CDK14,0.22236964676219095
TMPRSS4,0.2217406094532964
LAMA2,0.2217094886537724
RAPGEF5,0.22152168165441125
TMC5,0.22131947467524554
ARHGEF38,0.22107115674603484
COL6A3,0.2210122701058309
PDLIM3,0.22066761703686083
GRK5,0.220313413837882
PITPNC1,0.2202208839668396
SLC16A7,0.2199800345922481
ALCAM,0.21989437450369084
PDLIM5,0.2195881882472888
CBR1,0.21921619843086745
TCF12,0.21905183792883057
CD24,0.21903244384116957
RAPGEF4,0.21865086866204753
PRKCB,0.21852409021741945
ZNF609,0.21842942855204597
GPRC5A,0.2183988393116552
ADH1B,0.218370508395539
COL3A1,0.2179228955022338
MTSS1,0.21780096583778968
PLXNA2,0.21765587064008843
IFI6,0.2175941052597715
SLC16A10,0.21744997039744116
WDR74,0.21734930388651247
FTO,0.21727205584151732
XPR1,0.21704288922537193
HIST1H3F,0.21702081095805908
ZEB2,0.21696578688569584
SHROOM4,0.21689887890141324
EHF,0.21681477827976353
MAP7,0.21674500605945468
DNAH5,0.21648001511223888
SUSD2,0.21646568323697946
LHFP,0.21645442408856305
CA12,0.21641406204477145
CXCL17,0.21632841558908
FNDC3A,0.21602049037550838
PALM2-AKAP2,0.2159400314301687
COL1A2,0.21589572775486934
RYR2,0.21533221708837375
ERG,0.21520942330405204
DNAH11,0.214823834533004
STARD13,0.2141260449624722
SFMBT2,0.21356059083911158
MAML3,0.21353982833174046
PHLDB2,0.2135129509827497
RPL10,0.2133806210331322
ABCC3,0.21275689378292717
SFN,0.2127299774360413
GPR39,0.21271562161898455
C1orf21,0.2126923454801118
XKR6,0.21257426185610434
COL21A1,0.21246840307061562
GLI3,0.21242291793920123
PTPRG,0.21203877835469412
CCDC102B,0.21196700261033768
EPCAM,0.21144239615276983
WDR89,0.21136032506457003
MITF,0.21117972049336617
CD74,0.21097872636375103
TBC1D5,0.21053343857932016
KIAA1217,0.21045748712069426
GCNT2,0.21034215893166192
TACSTD2,0.20977685483479622
PTGDS,0.20899073294740753
MUC20,0.20884036584413138
GRN,0.2085194219337161
SENP7,0.2085011246935483
NFIA,0.20833431024683674
MT2A,0.20822565904368767
IL15,0.20818153859794644
ABTB2,0.20804007954655385
FAM49A,0.20794458732389817
FLI1,0.2079238894606878
PTPRM,0.20770195636434574
RNF152,0.20744754537071253
SLC1A3,0.20741561746342727
MICAL2,0.20730697056185743
PTPRD,0.2072944655600199
HECW2,0.20719725759050986
ETS1,0.2066911812929737
CHI3L1,0.2066463277908547
DOCK9,0.20634278580050106
MLPH,0.20610352154407666
NEURL1B,0.20581407283345537
TAF4B,0.2054383206924981
TBL1X,0.2054327770792562
HIST2H2BE,0.20530640412173587
EGFR,0.2052579339263381
TUSC3,0.20517157877698775
NPAS2,0.2050127242525315
CDC42BPA,0.2044101949051767
ATP5I,0.20438629244984863
ODC1,0.204328936428184
RPL35A,0.2040349651604597
SMAD3,0.20332914733417692
SNORD97,0.20326954744695766
ZNF608,0.20308233938159959
APOC1,0.2027181898145753
PRKCI,0.20251246925178717
UTY,0.2022151903274779
IQCJ-SCHIP1,0.20205813814703644
MEGF9,0.2019235500787637
FILIP1,0.20182008210417887
MET,0.2016020976899005
PDE4B,0.2015693027220022
MGP,0.20155563015944072
SNORA74B,0.20118394901665648
GPNMB,0.2006430716565007
MID1,0.20033248597330572
SNRPN,0.20005111525072897
CMIP,0.19996460984138378
SNORA53,0.19968246178174978
RNF216,0.19957460311211098
FMN1,0.1991119597342407
ZNF486,0.1989988000939792
MZB1,0.1989582805315182
GNAQ,0.19894388174366104
IL1R1,0.19890302390803774
TMEM189-UBE2V1,0.19880775805574105
DCN,0.19879826752825083
FRMD6,0.19854829013293088
C7,0.19846296640173036
IGFBP3,0.19823982913989313
ARRB1,0.1979377272262478
UQCR11,0.19789686682469249
ANKRD36BP2,0.1976967176517572
OSBPL10,0.1976824930734073
RERG,0.19762284717415346
GRB14,0.19760055403924223
FRS2,0.1975292609773064
SLCO3A1,0.1973060901492524
MSI2,0.1972618251180136
COL4A5,0.19717412618357952
POSTN,0.19705653529033673
SFRP2,0.19689768209842565
C1R,0.19680619945011507
SELENBP1,0.19679895821577298
MAOA,0.19658076423549853
NFATC2,0.1965477381927456
TRAPPC9,0.19644179467357045
KRT8,0.19642418239764875
ZBTB7C,0.19639835323711402
MAMDC2,0.1961968003432722
SULF1,0.1959789458247327
CAPN8,0.19555143251157614
GCDH,0.19541011389253757
CYP4B1,0.1953755514357025
SNX30,0.19530809565637236
STAT4,0.19528979789820708
CLDN18,0.19490908953078837
SMAP2,0.19464318788790003
RALGAPA2,0.19454837195441305
MEIS1,0.19446509062601974
A2M,0.19433308349937428
TERC,0.19409707969398488
FAM160A1,0.1940744412706136
CXCL10,0.19389332936503567
KIAA0825,0.19383806264967668
SRGAP1,0.19365222603572654
LOC100506023,0.19364953490447714
SCFD2,0.19358998261773647
DPYD,0.19354834221903172
APOE,0.19340831685726648
FGFR2,0.19340750756596684
ARHGAP25,0.19324605237504203
UGDH,0.1932301877995896
C3,0.19314641489550546
PMEPA1,0.19273835054726882
TMTC1,0.1925337881570865
AHCYL2,0.19250538141144144
FER,0.1924603469891224
SRXN1,0.19229575474241903
POLA1,0.19214402568307204
AKAP7,0.1919244195374412
RAPGEF1,0.19184852099664543
CHL1,0.19157647854592416
RPSAP58,0.19140970259542722
NR3C1,0.19139418456815258
PON3,0.19117734239871387
ATG10,0.19107696573757302
SCEL,0.190952915641241
LMCD1,0.19094966496216484
SSBP3,0.1908971033717923
APOD,0.19082493150473057
FNBP1L,0.19067444760516525
SLC39A8,0.19054420478391065
TSPAN1,0.19053073179181895
NDUFA4L2,0.19041574185932406
MUC4,0.19036125936939266
C1QC,0.19014724195755142
ZBTB20,0.19000124793347786
HERC3,0.1898511612205117
CAPN13,0.1898326365124836
MEIS2,0.18962886367379314
PRKCH,0.18952470737528918
COL6A1,0.1892256584397757
TFPI,0.1891271351644527
MDK,0.1891119756789747
HIST1H3B,0.18882370309547902
TXNDC17,0.18879890739322847
CD36,0.18878118230613222
NRP1,0.18869823804066985
S100A14,0.18862983516047696
DOCK10,0.18848036110015232
NR6A1,0.18844686554504006
CHIT1,0.18839900447552854
RCSD1,0.18826458313650699
C1QB,0.1882111978423292
CTSH,0.1882032918601419
MGST1,0.18799393302549092
THBS2,0.18786029670152707
PLSCR4,0.1877797159145454
PVT1,0.18766989917349697
PIK3R3,0.18763887026667297
LAMP3,0.1873218575031183
CENPP,0.1872496902977709
NPC2,0.187194742341147
RAB3IP,0.18691595167576697
SLCO2A1,0.18675652014678576
RABGAP1L,0.1865444220226412
PRRX1,0.18626872287976745
ASAP1,0.18612216591038233
MB21D2,0.18604093376654277
KDM6A,0.18588072212901827
DLGAP1,0.1856943107234014
LDHB,0.18534149976096642
UBASH3B,0.18513768352300533
RUNX2,0.18508958420824154
NCOA2,0.18506269519851049
RFWD2,0.18503439191460486
SAMD4A,0.1848706685532849
CCDC7,0.18473512173138132
GAB1,0.1843926466923163
MANBA,0.18421973782789522
ZNF521,0.1839895192249352
SDC1,0.1838653327632052
GLCCI1,0.18385517098623327
TIMM8B,0.18363711426076001
STOX2,0.18356536555827013
ATXN7L1,0.1833947773787035
RNF43,0.18338938301674368
ABCA3,0.1833152779770436
KIAA1324L,0.1830059041278257
RAI14,0.18293425453492154
BBX,0.18290989186404577
ID1,0.18258773460450367
PCLO,0.1825304801020105
SHB,0.18252125555915888
HIST1H2BC,0.18236044610964947
TMEM14B,0.18218060237055198
ZNRF3,0.18208900899626523
MMP11,0.18202079014282269
HIST1H2AI,0.1819887526954582
DLEU7,0.18197623728850507
HIST1H1B,0.18190319691266302
FMNL2,0.18179497599572578
SCNN1A,0.18167859564461142
ITGB8,0.1815250167778227
NNMT,0.1815146269223465
PCBD2,0.18143793723992577
MTUS1,0.1812252859658685
RNF19B,0.18117138697578958
TSNAX-DISC1,0.18113417873460377
PCDHGA8,0.18087301586176055
CD59,0.18082776379793458
ZNF141,0.1804782608485896
WDPCP,0.18036613569900628
FMO5,0.1797954632071899
CHIC2,0.17941365258477485
RASD1,0.1792558010891048
DAPK2,0.17912080402402417
EPHA4,0.17911776056993356
LPIN2,0.17905654091965093
RCAN2,0.1789739239404627
DENND5B,0.17894132230204404
TACC1,0.17883515348452617
TMEM164,0.17865914556812967
AIMP2,0.1785631353212966
ZNF682,0.17852414530545105
SNHG10,0.17827919225446168
HIST1H2BD,0.1781413081799037
ATP1B1,0.1781145272735549
PSD3,0.1781139954869474
PLD1,0.17809707494759666
ISG15,0.17809160090232098
AOAH,0.1780652063909778
PIK3R5,0.17796294785195374
SH3PXD2B,0.1777704592087905
COL1A1,0.17759553441388728
SPATA6,0.17753984452177346
LRRC16A,0.17725566601693904
CLIC5,0.17725360675568017
HIST2H2BF,0.17723210076905802
EPDR1,0.1772309696590028
ATL2,0.17715506276074475
ADAMTS9,0.17715235553753517
COMMD10,0.17700044465699952
SNHG7,0.17687820365995519
YAP1,0.17680260847332524
ALDH1A1,0.17676215736454406
CCDC91,0.17673420394144992
ABCC4,0.17671513523372995
CREB5,0.17665738457788288
KRT18,0.17658400040437708
MDFIC,0.1762211771101905
KALRN,0.17605012120246769
EXOC6B,0.17594149917191673
STK39,0.17584241882879037
PTPRE,0.1757271037702826
DOCK5,0.17571146090171402
SCN7A,0.17559417499413374
KCNK5,0.17550294519216159
HIST1H2BH,0.1753350633464604
TGFBR2,0.175189660630958
GALNT10,0.1751747687610159
RPL34,0.17514090099586316
GK,0.17513687420078608
NEK7,0.17495942991607547
PHF21A,0.1749435263301344
PTK2,0.17489753527304164
ITK,0.17480291848144883
UVRAG,0.17470454531500149
FN1,0.1746566188512185
PLOD2,0.17458045314325865
COBLL1,0.17449498864961183
PLAT,0.17438858594463189
NUBPL,0.17437548432590447
METTL15,0.17430692215011848
WWTR1,0.17424545272166905
CRISPLD2,0.1740951635423895
SUB1,0.17402066605528957
DCBLD2,0.17390275674930236
ZNF407,0.17379480824841106
ASPH,0.17373020780194007
GFOD1,0.1736147613034085
PLAU,0.17350638715671143
SPIRE1,0.17332207198626084
LPHN2,0.1733107020677336
CEP70,0.17312411523780677
RPLP1,0.1730007332406553
VCAN,0.17294230258029128
HIST1H2AJ,0.17266968268837146
FLVCR1,0.17239866273196347
ITGA2,0.17237933089455618
LAMB3,0.17237177779659438
RPH3AL,0.17232770121780047
WWC1,0.17222688482802023
RUNX1,0.1722145856972105
RHOH,0.17218826975676965
MYO6,0.17214681351135905
CRADD,0.17201546855128239
FAM46C,0.1720122766588258
HMGA1,0.1719428846241473
NBEA,0.17190548925527074
SIK3,0.1718097696565499
TUBB3,0.17169125874630328
ICA1,0.1716884203522438
HIST1H2BG,0.17155335786780238
CLDN7,0.17136209865313945
SLC4A4,0.17125522398083415
TM4SF1,0.17068093546358706
TC2N,0.17063190635689393
SHANK2,0.17062870758071957
CCPG1,0.1703907627233623
IDO1,0.1701894824530496
KITLG,0.17001051950143709
DPY19L1,0.16990262193526723
GPR125,0.16989996549101508
EFNA5,0.1698741386955155
TCF7L2,0.16981370390175513
KANK1,0.16963227590707156
TTC28,0.1695709214348953
LPAR1,0.1692766052760462
FCGR3A,0.1692264254810506
RASEF,0.1691536282728397
RAB30,0.1691234973558934
KLHL8,0.16908091593550725
ARHGAP32,0.1688057699301919
FCHO2,0.1687362729708623
ST3GAL1,0.16841862024919582
LAPTM4B,0.16840097883984168
CNKSR3,0.1683968165547003
DGKD,0.16833300429842216
PACSIN2,0.16830862447586936
ANTXR2,0.16828481835131195
IL1RAP,0.16822519846688702
HIST1H3C,0.16819909707267866
C9orf84,0.16814821775699657
PEAK1,0.1681480149736902
RSF1,0.16813142979199094
CHCHD2,0.16793830764158135
ARHGAP44,0.1679364281049803
MKL2,0.1679008018159056
TNS1,0.167837904245126
SLC6A6,0.16743008462471173
CCL2,0.16737913794923673
ADM,0.16722057518230024
SLC1A1,0.16706867819747978
SNORD15B,0.16699054696152432
SLC6A14,0.16697316378372967
SGMS1,0.16694933302090673
ANXA1,0.16692263742103616
TJP1,0.16682199101872588
C1GALT1,0.16681450894201819
TRPC6,0.16680114011630465
FOXO1,0.16676973491461144
ZNF780B,0.16658742615707323
PFN2,0.16655174840825243
SPARC,0.16643067305131087
