	R01-023	R01-024	R01-006	R01-153	R01-031	R01-032	R01-033	R01-034	R01-035	R01-037	R01-005	R01-147	R01-051	R01-043	R01-028	R01-052	R01-056	R01-057	R01-059	R01-060	R01-061	R01-062	R01-063	R01-066	R01-067	R01-068	R01-072	R01-080	R01-081	R01-154	R01-083	R01-084	R01-048	R01-077	R01-078	R01-003	R01-007	R01-012	R01-013	R01-015	R01-016	R01-017	R01-018	R01-021	R01-022	R01-026	R01-004	R01-014	R01-027	R01-029	R01-038	R01-039	R01-040	R01-041	R01-042	R01-046	R01-156	R01-049	R01-160	R01-054	R01-055	R01-064	R01-065	R01-069	R01-071	R01-073	R01-076	R01-148	R01-149	R01-079	R01-150	R01-089	R01-157	R01-158	R01-151	R01-152	R01-091	R01-159	R01-093	R01-094	R01-096	R01-097	R01-098	R01-099	R01-100	R01-101	R01-102	R01-103	R01-104	R01-105	R01-106	R01-107	R01-108	R01-109	R01-110	R01-111	R01-112	R01-113	R01-114	R01-115	R01-116	R01-117	R01-118	R01-119	R01-120	R01-121	R01-122	R01-123	R01-124	R01-125	R01-126	R01-127	R01-128	R01-129	R01-130	R01-131	R01-132	R01-133	R01-134	R01-135	R01-136	R01-137	R01-138	R01-139	R01-140	R01-141	R01-142	R01-144	R01-145	R01-146
1/2-SBSRNA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS17	1.404089	NA	NA	4.0659	NA	2.58408	NA	NA	2.11793	NA	NA	2.014237	NA	NA	1.90058	NA	NA	2.389324	NA	1.822953	NA	NA	0.493569	NA	2.42326	NA	NA	0.307686	1.68484	1.08617	NA	NA	NA	NA	0.380443	NA	18.847213	0.500795	NA	NA	NA	2.307203	57.628876	NA	5.05529	1.02019	3.603776	0.360269	NA	NA	1.44795	NA	0.767242	9.760904	3.142208	1.00077	47.852398	4.166518	NA	NA	1.905414	1.63627	26.122895	76.245561	NA	7.979421	3.441014	4.283364	0.361929	1.9118	11.51889	1.03279	NA	17.375851	NA	4.588465	7.401249	17.311983	NA	NA	NA	NA	NA	1.86893	NA	9.071183	NA	NA	1.842725	7.362475	NA	4.632052	NA	NA	0.411227	NA	2.806248	1.535916	8.016495	1.29967	1.323197	NA	NA	0.889028	6.87745	32.140063	4.836435	1.87937	10.264771	21.698027	NA	2.724953	NA	NA	NA	NA	NA	NA	NA	NA	9.586734	NA	NA	NA	4.457465	2.338941	3.382569	NA	NA	NA
ADAMTS18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.633239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.713025	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.959829	NA	NA	NA	NA	NA	NA	NA	0.837065	NA	NA	NA	NA	NA	NA	38.059964	NA	NA	NA	4.6129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.649693	8.415087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.146794	NA	3.909611	NA	NA	0.709592	NA	NA	NA	7.220033	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.366556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.812319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.856221
ADAMTS2	1.35351	3.290033	0.63112	2.31845	3.554298	1.436113	3.008429	2.353168	2.368557	1.636675	NA	3.564222	0.425231	1.767834	5.09099	1.72676	3.26624	1.122144	2.630113	0.943623	1.26513	6.76265	1.875633	6.140352	1.18424	2.55633	4.02659	0.493531	5.732505	4.10975	1.793146	2.88738	2.65524	5.2811	NA	3.021593	0.709916	3.4493	NA	9.58778	1.578812	3.230755	NA	NA	NA	6.19665	1.807205	NA	1.345477	1.512546	3.87561	5.929354	5.91771	1.828948	4.8735	4.28218	5.12968	4.77092	6.4158	6.443294	1.599441	7.7613	6.51829	NA	NA	NA	4.736271	5.45037	4.789937	3.436894	2.240541	8.44246	2.46095	2.31196	3.502446	8.966918	7.98087	6.741275	6.672138	2.84873	12.34032	2.7128	3.07885	9.194288	6.71057	4.35967	8.84942	3.1482	2.353891	12.77229	7.22537	4.07814	2.91504	3.98729	7.636843	20.03625	3.83517	8.1728	6.94371	2.52662	12.781074	1.04109	33.56618	20.60067	1.710348	5.96794	6.01859	5.88902	4.41943	6.562938	5.1334	5.25916	3.4892	3.122049	2.74678	3.04803	5.5932	3.45644	5.03237	11.1974	3.82639	2.63923	4.274555	3.46577	3.271087	2.961945	3.339568	4.92398	18.73189	6.291057
ADAMTS20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.893407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12148	NA	NA	NA	NA	NA	2.046662	4.538318	2.463542	NA	NA	NA	NA	NA	1.06123	NA	5.836316	NA	NA	NA	NA	8.659692	NA	NA	3.318938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.549463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.232267	NA	NA	NA	NA	1.467652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.051548	NA
ADAMTS3	0.936993	NA	NA	1.82242	NA	NA	NA	3.546635	NA	NA	0.975115	NA	NA	NA	NA	NA	3.147058	NA	NA	NA	3.153488	0.525991	3.042402	NA	1.572872	1.09277	0.50804	NA	NA	NA	NA	NA	NA	NA	0.360767	NA	NA	2.355892	NA	NA	NA	NA	1.12109	NA	NA	0.824085	NA	NA	1.237854	NA	NA	NA	1.797997	NA	2.554564	3.26803	NA	NA	NA	7.291034	NA	NA	NA	NA	NA	NA	1.732612	3.550196	6.455527	NA	NA	3.071737	NA	NA	NA	NA	NA	0.58461	NA	NA	NA	NA	13.914415	NA	0.817321	1.495945	6.814541	NA	NA	20.476692	NA	NA	NA	NA	NA	0.855264	7.723213	4.368432	NA	NA	2.971022	NA	6.90489	NA	NA	NA	2.424043	1.05076	NA	NA	NA	NA	NA	NA	NA	0.916571	NA	NA	1.00273	0.966792	NA	0.800167	NA	1.65028	NA	NA	NA	NA	3.149858	NA
ADAMTS4	9.231274	7.30382	NA	1.99724	2.86423	7.771545	0.744442	NA	2.858715	1.074699	0.587453	2.79166	0.998845	3.71603	NA	NA	2.301758	2.719506	NA	NA	3.367659	3.50128	NA	NA	2.69426	6.54999	2.54904	NA	NA	0.580412	7.174838	2.74702	2.77842	10.65692	6.67703	1.58531	NA	1.246336	NA	17.99065	0.881886	NA	NA	NA	NA	3.69697	3.6982	NA	3.53731	NA	4.83985	10.91088	12.32077	NA	1.765638	4.13295	3.96748	3.199294	6.696142	2.056777	0.698698	6.93598	0.511183	NA	NA	NA	NA	44.3262	2.00789	3.81095	0.629091	3.18591	9.22008	2.70517	4.42825	5.09694	2.070389	5.51471	0.585443	6.24916	1.38087	3.11581	NA	1.912478	3.378458	6.4209	6.15949	10.75578	NA	49.73742	5.32658	NA	4.47864	2.30968	5.782946	7.7206	4.61112	7.69398	4.1223	NA	3.79166	NA	14.507551	10.28308	8.193778	3.418167	4.599424	NA	3.933514	NA	4.424347	NA	NA	NA	4.219042	1.3974	NA	NA	5.47562	6.81246	0.671264	13.18789	1.741154	6.42225	NA	3.829974	2.70247	6.99969	10.448515	5.09836
ADAMTS5	NA	1.669234	NA	0.825343	3.095132	1.374541	NA	1.577757	NA	NA	NA	2.490349	NA	NA	NA	NA	2.695664	0.600435	0.37166	4.419771	NA	1.18579	0.414519	NA	3.647816	6.58269	4.482	1.28597	0.829813	0.914424	1.355397	9.087212	1.941885	0.639835	1.480161	0.874354	NA	1.707897	NA	9.114847	3.866274	NA	NA	NA	NA	8.779463	0.482479	3.260525	4.4207	NA	2.758707	NA	14.438602	NA	0.660117	2.769792	1.196012	0.553044	0.495505	3.138311	NA	1.04261	2.880757	NA	NA	NA	0.476808	6.175289	3.049264	NA	NA	NA	3.835527	NA	NA	NA	1.146977	1.273893	NA	NA	NA	1.771168	NA	NA	0.568355	3.982475	5.517085	4.736574	NA	1.9761	4.40992	NA	0.57766	NA	0.733286	2.375568	0.528318	2.768202	3.196815	0.485012	2.77165	1.143059	2.86861	5.443781	NA	0.645432	2.464738	1.298919	1.096064	1.377488	NA	NA	NA	NA	1.892319	0.842379	NA	NA	2.935494	1.5045	1.88878	NA	NA	2.083938	NA	NA	3.456784	NA	1.37672	2.168871
ADAMTS6	0.41402	0.742904	NA	0.580581	NA	NA	NA	1.04685	NA	NA	NA	NA	20.852876	NA	1.21647	NA	1.13531	NA	NA	NA	NA	1.29814	NA	NA	NA	NA	NA	0.636106	NA	0.844327	0.936457	4.564886	NA	NA	1.060158	NA	NA	0.881901	NA	2.054186	NA	NA	NA	NA	0.874327	4.386889	4.919779	4.191858	13.511439	6.181443	1.439242	NA	22.9483	NA	1.2174	3.340373	6.474604	0.510836	2.22614	26.884864	6.923035	NA	NA	NA	5.721226	NA	2.067262	1.03901	12.941435	0.570378	1.99106	11.090282	0.774472	0.852731	NA	NA	NA	5.360046	NA	1.543882	NA	0.775347	5.85133	NA	NA	3.943315	2.743494	1.327715	3.626564	2.345843	1.51901	NA	NA	NA	5.856034	0.402053	3.268533	6.114364	0.527447	NA	3.351668	NA	43.576548	12.964364	NA	NA	1.33169	NA	NA	4.391311	NA	NA	NA	NA	4.712455	NA	NA	NA	1.05821	17.07617	1.29556	NA	NA	2.79221	NA	13.298174	2.39371	NA	15.231177	0.626038
ADAMTS7	0.542203	0.790556	0.484457	NA	0.85234	NA	1.928673	NA	NA	0.624441	NA	1.108291	NA	1.458454	0.919758	NA	1.91343	0.716202	0.632417	NA	1.30731	3.232459	1.59995	2.40712	1.336063	4.839198	3.842053	NA	1.806456	2.08685	1.954745	2.92361	1.01063	3.312779	1.760164	2.075154	NA	1.650237	NA	1.67219	2.000907	NA	NA	NA	0.669068	3.80068	1.982058	NA	1.203217	6.258637	1.10451	5.52956	3.89435	1.434835	1.801939	4.494614	3.430778	1.866579	0.693018	0.719141	1.441012	5.44987	2.09183	NA	1.57731	NA	0.937837	1.28315	1.21814	1.250916	NA	2.381714	2.069293	1.40826	4.05604	3.512998	2.124826	0.515631	1.48437	1.994472	2.63911	3.92221	1.967586	4.282384	3.153336	2.359787	4.57103	2.865186	2.19394	3.879599	2.94599	0.859935	NA	9.78795	3.16922	2.84356	1.59552	NA	2.321405	NA	NA	NA	6.37487	2.63796	NA	0.95468	4.09156	6.08737	0.641087	2.4521	3.214357	NA	6.07652	NA	NA	0.648634	NA	NA	7.79178	2.42615	0.764864	1.629445	NA	4.734349	NA	NA	1.18476	NA	1.63925	1.43674
ADAMTS8	3.005008	2.754898	NA	NA	NA	0.764268	NA	1.547047	NA	NA	NA	NA	NA	2.32305	2.028937	NA	0.619529	2.78274	0.811345	0.992267	0.548567	NA	NA	3.420377	1.71835	NA	NA	1.993294	1.118	1.81069	0.740584	NA	NA	1.19856	0.651526	NA	NA	0.91339	NA	NA	0.661829	NA	NA	NA	NA	NA	NA	0.906483	NA	NA	NA	0.634293	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93921	NA	NA	NA	NA	4.32544	3.94697	NA	1.453066	NA	0.452721	NA	NA	NA	0.88343	0.910016	0.598304	NA	2.93247	NA	NA	1.35901	2.250366	NA	1.60061	3.59792	NA	1.76712	11.58026	NA	3.9316	NA	5.34455	NA	NA	NA	4.556177	NA	2.0205	3.85745	NA	0.783696	NA	0.999798	NA	1.676081	3.25257	NA	NA	NA	1.06185	3.00916	NA	NA	2.13539	0.869869	3.94714	NA	NA	2.46778	2.69554	NA	0.662574	1.23951	1.40909	2.64042	2.3403	0.870285	NA
ADAMTS9	23.980983	49.818548	0.728401	1.62151	8.620846	13.607901	4.8572	4.943298	6.996409	2.899678	2.87556	10.028178	54.173515	4.409321	25.9395	1.980375	3.497748	23.199239	3.444737	31.483058	1.64423	24.089671	3.659052	27.771815	23.756874	6.57118	5.44451	3.561187	31.290159	12.908461	25.973627	6.62414	25.806157	21.662923	34.160027	7.430843	NA	4.430273	1.08737	24.808972	4.778689	8.902699	14.484496	15.348428	18.496411	11.797416	5.799597	44.544564	4.4162	NA	12.371025	22.423373	46.591329	NA	3.416502	5.14401	10.686455	8.266195	4.91334	13.20982	19.416544	37.454696	4.19609	0.561664	0.427763	NA	24.977374	456.260995	18.413633	18.916275	2.682592	13.478668	34.009697	5.94866	14.994709	82.558829	7.975998	99.09295	NA	34.865221	8.941824	7.28609	10.79524	12.579302	17.609401	22.523932	13.77786	6.865951	12.456187	475.92693	8.395085	10.62303	1.01611	7.752179	17.921491	18.07953	2.347222	16.42183	5.847168	9.00385	18.419908	4.309826	24.27465	NA	13.926468	1.09025	18.287137	13.338179	7.636142	6.5885	4.51222	16.249267	25.157637	7.473765	7.229963	16.204843	4.881646	18.413264	5.871811	8.635539	16.219307	20.097572	8.256174	5.019693	1.871855	9.009963	31.205114	22.505527	14.590851	11.52851
ADAMTS9-AS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.714862	1.86081	3.175564	1.37822	98.322811	NA	74.363043	102.043881	NA	10.017537	NA	5.626017	46.602045	18.404499	NA	6.114986	NA	5.251274	65.950348	NA	31.93407	NA	2.24671	NA	53.987958	82.610192	NA	NA	3.409977	10.946517	33.564805	NA	2.763865	30.991549	16.709783	22.035306	1.35791	0.708981	70.13784	30.052301	NA	1.63691	23.418654	5.796824	40.633449	83.45537	5.015385	NA
ADAMTSL1	1.718555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.72628	NA	NA	NA	NA	0.623075	NA	NA	NA	NA	2.780374	1.38918	NA	2.378788	NA	NA	NA	1.130826	NA	NA	0.67784	0.87314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0964	5.218267	NA	NA	7.318484	NA	2.721702	NA	7.501038	NA	NA	NA	NA	NA	NA	NA	0.78988	NA	NA	NA	NA	NA	3.435073	2.37457	3.254447	NA	0.453333	NA	NA	NA	NA	NA	0.479376	1.133627	NA	NA	NA	NA	0.506136	0.83797	NA	1.05704	5.697553	NA	NA	1.706289	NA	NA	NA	0.871094	2.207718	0.954128	NA	10.120038	NA	NA	1.36575	NA	6.17151	NA	NA	NA	7.242745	NA	NA	NA	NA	NA	NA	NA	3.600276	NA	NA	4.21866	NA	6.063881	3.057626	NA	NA	0.569558	NA	NA	NA	NA	3.965111	NA
ADAMTSL2	4.96293	NA	1.631871	0.672479	NA	NA	0.936938	3.466838	NA	NA	0.883535	1.681304	NA	0.946568	3.32411	0.996403	3.73201	1.142199	1.938959	0.63915	1.486926	1.80586	NA	2.092814	1.6812	1.0369	0.772822	3.050096	1.76557	1.769234	0.568007	0.583972	2.556027	1.818592	2.228517	2.44289	NA	1.5104	0.737155	NA	1.387	1.03156	NA	0.611668	NA	4.20848	0.565998	1.48997	NA	NA	2.13439	2.31601	0.816044	0.90745	1.83971	1.21924	3.27504	1.97194	NA	NA	1.295084	3.88734	NA	NA	1.363047	NA	7.65215	2.54809	3.025952	1.37902	NA	3.11443	1.350828	0.698216	2.9256	1.63997	2.590619	0.611069	NA	1.66262	0.70944	1.01398	4.67444	1.85676	2.47366	2.64292	1.7431	3.59307	11.940976	4.09396	0.696688	8.05902	4.5335	3.903618	3.506498	5.600435	NA	3.6189	2.03876	1.25154	1.15158	NA	5.85098	NA	1.64105	4.30408	2.29958	4.682125	NA	4.2454	2.36566	6.30674	2.59137	NA	3.023874	4.70909	2.054296	NA	1.41588	2.20078	6.37386	3.91361	2.31756	1.90459	4.06507	2.04892	8.98561	4.35718	2.58661	2.46772
ADAMTSL3	NA	NA	2.633677	NA	NA	NA	1.03884	4.655333	NA	NA	NA	NA	NA	1.978388	3.066521	NA	1.666625	2.876429	NA	8.608478	1.129014	1.949488	NA	2.787416	1.17295	0.867523	1.183803	2.675423	1.35334	2.82062	2.99469	NA	NA	5.825482	5.758396	NA	NA	1.768702	NA	7.278514	2.085834	3.871394	1.28672	NA	NA	NA	0.972083	3.005888	NA	NA	1.667214	4.69575	2.16842	3.76302	NA	NA	NA	1.76065	NA	NA	1.08919	1.8443	NA	NA	NA	4.470853	1.94179	4.20996	0.653799	1.106081	0.561526	2.970197	1.25314	1.19954	NA	3.471173	2.517395	0.843377	NA	3.960442	NA	4.62294	1.279713	6.57184	3.679728	2.654742	8.390741	NA	2.471154	5.8479	NA	1.570678	1.947834	6.65765	4.69334	3.055212	NA	2.99813	4.7976	4.423061	3.60117	2.52271	5.933659	NA	1.762197	1.6454	7.62632	3.69803	NA	1.887395	7.174882	2.67771	3.57931	NA	NA	1.799841	4.545842	2.87855	1.14016	2.18037	2.1349	4.571262	2.166828	5.463118	NA	4.659988	6.552534	0.73188	2.86441	10.55733
ADAMTSL4	4.33333	4.93418	5.69086	3.11125	9.510237	3.605298	6.629641	9.76204	9.807106	4.56632	4.491555	2.91278	6.138893	1.83765	6.15815	1.196038	3.14725	4.895744	2.92593	4.11038	4.30752	2.68977	9.09299	2.33758	7.369229	4.062244	3.01024	8.979114	5.22902	13.247	9.327781	5.127436	3.91327	4.4225	2.83682	4.364425	3.078262	3.458292	6.135956	9.255395	3.913824	9.03028	5.08594	8.657682	7.07787	9.24003	4.588251	4.065976	2.30919	NA	2.79535	5.918297	5.26208	3.71589	2.74699	2.755896	4.615211	5.970427	4.390963	9.987572	5.003371	NA	4.138888	1.86229	2.063783	3.341149	6.49131	NA	5.519368	3.32708	3.376264	NA	4.245385	2.638882	13.75284	NA	3.78639	NA	0.385023	NA	3.60843	5.96785	NA	NA	3.92581	1.85956	5.84777	2.33497	3.50959	19.9926	1.07239	2.534715	3.534371	3.0233	3.68363	7.129767	4.622527	8.134578	2.661935	4.604461	6.3825	0.995223	7.347135	6.671526	1.489072	9.204606	3.71024	11.5489	4.616763	10.2084	4.163328	11.7444	7.78187	6.33815	2.63331	6.92347	4.919614	19.33047	2.99052	4.308135	8.1418	4.6739	4.57705	2.73733	6.026784	6.300854	4.21846	NA	1.42052	6.98092
ADAMTSL5	NA	NA	NA	NA	NA	NA	NA	0.802359	NA	NA	NA	NA	NA	NA	NA	NA	0.490125	NA	0.584131	NA	1.59979	NA	0.824865	NA	NA	0.950088	0.80413	NA	0.686743	0.671352	NA	0.773682	NA	NA	NA	NA	NA	0.613942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7342	2.029694	NA	NA	NA	2.202374	0.997622	1.38708	NA	1.768166	0.827616	NA	NA	NA	2.024993	NA	0.536542	NA	NA	NA	NA	NA	3.77941	NA	2.41729	4.07285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.662795	0.483583	NA	NA	NA	NA	NA	NA	0.682754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.880025	2.44158	0.617677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.723016	NA
ADAP1	1.55233	44.57854	3.89408	2.28299	1.08292	1.70273	1.22404	1.60834	2.453798	6.344644	1.54973	4.9885	2.98867	3.07149	2.67004	NA	10.148	3.241419	4.59868	2.705804	9.32654	1.87349	4.50229	2.32199	3.89115	5.95439	5.77855	2.60606	2.34041	3.60716	5.457959	2.54819	6.473401	14.422358	1.75092	3.74875	1.71638	2.93037	3.313924	1.20039	2.41484	1.32652	NA	2.045227	2.24014	1.70198	1.78368	2.67093	0.901277	2.36219	3.304742	1.0148	1.40328	1.40838	1.39857	2.1515	3.73469	2.32419	8.16395	2.93445	0.764467	1.10783	NA	NA	1.92106	1.37334	2.798419	1.76222	2.486986	0.958753	0.872657	3.35731	12.547816	2.27944	3.38425	1.44086	2.75932	0.907923	NA	6.60372	NA	3.775414	2.20579	4.87993	2.88577	1.819843	1.75038	3.42303	1.63743	2.27589	2.46227	9.38729	2.68911	2.89447	1.60651	1.79829	NA	1.82509	1.20959	3.84266	1.65136	1.92665	1.53168	NA	1.12907	3.73024	1.70954	1.76859	2.28491	16.830136	2.24606	1.82799	2.28355	3.33285	3.20687	2.77802	5.74187	1.62872	1.54516	3.2027	2.047028	2.43105	NA	2.27648	1.78026	3.40451	2.02738	4.24383	2.32908	10.2549
ADAP2	7.37672	1.50251	1.45712	34.19333	6.870291	7.63984	3.6607	3.254679	1.98512	9.585309	1.988704	1.93102	1.509463	3.46725	5.53402	NA	9.06319	2.01971	4.87666	5.87207	2.67124	12.89272	8.590011	7.265644	7.45169	17.23033	9.79647	1.67825	5.408755	4.618822	1.80778	1.8725	2.22605	2.01566	3.60949	1.37505	4.3901	3.63895	8.82181	12.62918	3.25483	1.27408	4.22763	5.73716	2.08497	3.426419	5.330829	5.04831	2.68751	1.35934	9.92977	4.88629	8.741766	3.54452	4.15282	8.45314	0.969808	3.070571	6.92597	0.626208	3.90196	1.39187	1.64686	0.635028	0.758382	1.10679	3.16529	5.110938	1.96982	3.394903	2.087293	3.6451	2.42859	0.920282	2.53974	6.29232	4.92327	1.40581	0.560994	12.55022	3.769	3.28007	3.665568	5.027584	3.317782	2.68497	15.67089	3.815469	3.847398	2.640704	5.76245	5.38607	5.52408	12.11038	4.41579	6.39733	6.8117	16.92748	12.1668	8.04233	11.77798	1.68608	5.70377	4.65041	4.43361	4.43765	7.70336	3.09816	3.84395	2.7644	4.27688	5.15423	4.40044	14.87292	9.036098	5.18027	2.66216	9.14929	4.06393	8.71892	5.431006	7.51017	2.671705	11.75044	8.71444	4.77921	5.5762	2.24265	13.73135	10.0747
ADAR	10.4472	15.43715	38.0364	65.0852	33.31071	14.65795	20.24017	29.572	16.4647	20.3413	18.68077	44.24799	12.97281	61.9133	11.16258	3.54916	46.4468	37.801	39.4738	9.17665	57.2244	33.7178	36.881	24.16429	40.4214	30.839	30.4586	34.9549	69.0712	21.40731	11.98984	50.80742	36.9353	17.9751	30.10622	94.3281	34.4849	25.3674	18.83756	13.01331	93.7312	20.0001	14.1269	30.47596	15.2538	88.89614	41.3571	23.4211	27.7057	19.8061	28.1857	12.74879	24.14408	16.55835	19.1587	46.0765	21.0201	17.6472	19.1396	27.20693	7.25973	9.90862	24.91092	8.69252	32.3707	16.72952	24.06717	21.4757	36.21608	12.958976	23.3344	33.54681	42.63501	39.3384	76.72318	22.90294	44.6645	25.7983	5.057334	18.85342	21.47238	26.75589	25.94627	49.4468	34.1274	24.7206	55.14427	50.0979	33.2205	20.301	27.52541	26.4101	30.0283	49.98229	22.42663	32.1425	17.46039	47.3902	41.0206	47.244556	33.13038	28.4625	21.9453	32.0084	19.7946	46.36054	24.19936	31.02516	32.4778	39.33157	34.5566	29.1405	25.7901	37.35824	28.16193	21.46359	41.6851	13.4626	55.6166	20.3444	29.52727	33.9416	27.3914	39.04415	22.5835	33.41859	52.7283	24.2778	33.2135	47.5252
ADARB1	25.898061	2.622473	7.495319	5.704484	2.938139	4.091194	2.723703	11.758148	0.745457	2.816568	1.382532	13.157981	5.925138	3.397936	15.518624	2.916888	5.36062	12.437517	6.200462	29.43919	4.490571	14.213634	2.694333	13.976003	9.876965	2.90028	2.69805	7.529566	12.027345	11.163569	4.988975	33.463466	22.981774	40.709271	22.003315	3.193024	0.45248	6.466389	3.77706	15.492228	5.868129	10.846876	2.23998	6.500814	4.669188	28.605612	16.911315	11.150599	14.487938	NA	11.286575	4.313221	36.946181	3.774565	6.03268	4.39159	11.91018	5.311442	5.635218	13.567669	11.799537	16.90441	12.28915	NA	1.307904	0.575349	15.016114	38.071102	45.447544	8.210321	0.954866	15.7078	6.113397	1.750711	14.983797	15.89912	22.297271	22.001603	1.903625	17.289269	4.78865	30.095202	7.187787	9.084765	7.198055	18.925626	146.62449	2.99284	20.137647	27.85322	3.113249	4.640263	6.873289	10.127856	56.800918	7.613985	2.299987	13.58591	2.972117	5.378335	44.308776	1.913859	26.732753	15.684932	4.3531	3.747017	35.41276	47.748168	1.919995	26.539844	12.379451	9.616978	17.758609	2.8893	18.539995	32.871069	5.946751	29.581105	6.266268	6.696223	47.757119	2.787349	2.122762	10.988989	1.744488	51.053713	11.823574	6.690551	15.253884	2.60339
ADARB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.314917	NA	NA	NA	NA	NA	1.16531	NA	NA	NA	1.03143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52109	NA	NA	NA	NA	NA	80.883573	NA	0.650752	NA	NA	NA	NA	NA	NA	NA	10.794868	NA	NA	83.175848	NA	0.769263	0.691874	66.966806	22.673879	NA	84.808206	2.319053	NA	132.899627	NA	10.131251	101.207249	NA	NA	NA	NA	NA	NA	NA	1.484665	NA	145.107093	NA	NA	NA	109.573424	2.136055	NA	2.274651	1.87102	NA	NA	NA	NA	42.504569	0.563811	NA	NA	14.261955	NA	NA	1.323667	NA	0.57489	NA	1.0145	NA	NA	1.776765	NA	NA	1.581693	0.789739	NA	NA	3.802766	1.454113	NA	6.488785	NA	NA	NA	NA	NA	NA	NA	NA	31.908759	28.653585	NA	NA	NA	NA	NA	NA	NA	NA	10.072103	NA
